,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre
0,11013,Inu x Boku SS,TV,Manga,12,False,"Jan 13, 2012 to Mar 30, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.63,139250,1274.0,231,283882,2809,Winter 2012,Fridays at Unknown,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Inu x Boku SS Production Partners",David Production,"Comedy, Supernatural, Romance, Shounen"
1,2104,Seto no Hanayome,TV,Manga,26,False,"Apr 2, 2007 to Oct 1, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.89,91206,727.0,366,204003,2579,Spring 2007,Unknown,"TV Tokyo, AIC, Square Enix, Sotsu",Gonzo,"Comedy, Parody, Romance, School, Shounen"
2,5262,Shugo Chara!! Doki,TV,Manga,51,False,"Oct 4, 2008 to Sep 25, 2009",24 min. per ep.,PG - Children,7.55,37129,1508.0,1173,70127,802,Fall 2008,Unknown,"TV Tokyo, Sotsu",Satelight,"Comedy, Magic, School, Shoujo"
3,721,Princess Tutu,TV,Original,38,False,"Aug 16, 2002 to May 23, 2003",16 min. per ep.,PG-13 - Teens 13 or older,8.21,36501,307.0,916,93312,3344,Summer 2002,Fridays at Unknown,"Memory-Tech, GANSIS, Marvelous AQL",Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy"
4,12365,Bakuman. 3rd Season,TV,Manga,25,False,"Oct 6, 2012 to Mar 30, 2013",24 min. per ep.,PG-13 - Teens 13 or older,8.67,107767,50.0,426,182765,2082,Fall 2012,Unknown,"NHK, Shueisha",J.C.Staff,"Comedy, Drama, Romance, Shounen"
5,6586,Yume-iro Pâtissière,TV,Manga,50,False,"Oct 4, 2009 to Sep 26, 2010",24 min. per ep.,G - All Ages,8.03,21618,526.0,1630,45625,826,Fall 2009,Unknown,"Yomiuri Telecasting, DAX Production, Shueisha","Studio Pierrot, Studio Hibari","Kids, School, Shoujo"
6,178,Ultra Maniac,TV,Manga,26,False,"May 20, 2003 to Nov 11, 2003",24 min. per ep.,G - All Ages,7.26,9663,2594.0,2490,22778,122,Spring 2003,Tuesdays at 22:00 (JST),"WAO World, Studio Jack",Production Reed,"Magic, Comedy, Romance, School, Shoujo"
7,2787,Shakugan no Shana II (Second),TV,Light novel,24,False,"Oct 5, 2007 to Mar 28, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.72,126085,1066.0,332,220591,1075,Fall 2007,Fridays at 01:25 (JST),"Geneon Universal Entertainment, ASCII Media Works",J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural"
8,4477,Nodame Cantabile: Paris-hen,TV,Manga,11,False,"Oct 10, 2008 to Dec 19, 2008",23 min. per ep.,PG-13 - Teens 13 or older,8.24,53908,281.0,988,85660,282,Fall 2008,Fridays at 00:45 (JST),"Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei"
9,853,Ouran Koukou Host Club,TV,Manga,26,False,"Apr 5, 2006 to Sep 27, 2006",23 min. per ep.,PG-13 - Teens 13 or older,8.34,335137,205.0,69,538843,24072,Spring 2006,Wednesdays at 00:50 (JST),"VAP, Hakusensha, Nippon Television Network",Bones,"Comedy, Harem, Romance, School, Shoujo"
10,4814,Junjou Romantica 2,TV,Manga,12,False,"Oct 12, 2008 to Dec 28, 2008",24 min. per ep.,PG-13 - Teens 13 or older,8.15,66565,374.0,799,108186,1123,Fall 2008,Unknown,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
11,7054,Kaichou wa Maid-sama!,TV,Manga,26,False,"Apr 2, 2010 to Sep 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,8.2,315130,314.0,71,531292,14436,Spring 2010,Fridays at 01:55 (JST),"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",J.C.Staff,"Comedy, Romance, School, Shoujo"
12,11123,Sekaiichi Hatsukoi 2,TV,Manga,12,False,"Oct 8, 2011 to Dec 24, 2011",24 min. per ep.,PG-13 - Teens 13 or older,8.23,53285,288.0,945,89543,726,Fall 2011,Unknown,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
13,14227,Tonari no Kaibutsu-kun,TV,Manga,13,False,"Oct 2, 2012 to Dec 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.71,281448,1093.0,88,482105,4064,Fall 2012,Tuesdays at Unknown,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha",Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo"
14,269,Bleach,TV,Manga,366,False,"Oct 5, 2004 to Mar 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.9,433097,693.0,18,819284,40718,Fall 2004,Tuesdays at 18:00 (JST),"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
15,59,Chobits,TV,Manga,26,False,"Apr 3, 2002 to Sep 25, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,1546.0,188,317641,3271,Spring 2002,Wednesdays at 02:20 (JST),"TBS, Pioneer LDC",Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen"
16,6045,Kimi ni Todoke,TV,Manga,25,False,"Oct 7, 2009 to Mar 31, 2010",22 min. per ep.,PG-13 - Teens 13 or older,8.13,212710,400.0,111,417136,8041,Fall 2009,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network, Shueisha",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
17,1735,Naruto: Shippuuden,TV,Manga,500,False,"Feb 15, 2007 to Mar 23, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,337.0,20,794112,42846,Winter 2007,Thursdays at 19:30 (JST),"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
18,210,Ranma ½,TV,Manga,161,False,"Apr 15, 1989 to Sep 25, 1992",24 min. per ep.,R+ - Mild Nudity,7.85,59911,802.0,623,134537,2742,Spring 1989,Unknown,"Shogakukan Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy"
19,4224,Toradora!,TV,Light novel,25,False,"Oct 2, 2008 to Mar 26, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.39,557898,174.0,13,910373,35322,Fall 2008,Thursdays at 01:20 (JST),"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music",J.C.Staff,"Slice of Life, Comedy, Romance, School"
20,10030,Bakuman. 2nd Season,TV,Manga,25,False,"Oct 1, 2011 to Mar 24, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,108.0,374,201720,1023,Fall 2011,Saturdays at 17:30 (JST),"NHK, Shueisha",J.C.Staff,"Comedy, Drama, Romance, Shounen"
21,74,Gakuen Alice,TV,Manga,26,False,"Oct 30, 2004 to May 14, 2005",25 min. per ep.,G - All Ages,7.77,33244,941.0,1291,62951,1403,Fall 2004,Unknown,"Aniplex, Sogo Vision",Group TAC,"Comedy, School, Shoujo, Super Power"
22,4722,Skip Beat!,TV,Manga,25,False,"Oct 6, 2008 to Mar 30, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.24,90699,282.0,488,164738,4668,Fall 2008,Mondays at 02:00 (JST),"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Hal Film Maker,"Comedy, Drama, Romance, Shoujo"
23,14397,Chihayafuru 2,TV,Manga,25,False,"Jan 12, 2013 to Jun 29, 2013",22 min. per ep.,PG-13 - Teens 13 or older,8.47,62720,116.0,757,114340,1116,Winter 2013,Unknown,"VAP, Nippon Television Network",Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
24,1557,Shounen Onmyouji,TV,Light novel,26,False,"Oct 3, 2006 to Mar 13, 2007",23 min. per ep.,PG-13 - Teens 13 or older,7.68,14619,1158.0,1793,39422,274,Fall 2006,Unknown,"Sotsu, Marine Entertainment",Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
25,10800,Chihayafuru,TV,Manga,25,False,"Oct 5, 2011 to Mar 28, 2012",22 min. per ep.,PG-13 - Teens 13 or older,8.29,89081,246.0,348,213902,4524,Fall 2011,Wednesdays at Unknown,"VAP, Nippon Television Network",Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
26,3731,Itazura na Kiss,TV,Manga,25,False,"Apr 5, 2008 to Sep 25, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.7,91187,1108.0,473,170224,2632,Spring 2008,Saturdays at 02:25 (JST),"Bandai Visual, Trinity Sound",TMS Entertainment,"Comedy, Romance, Shoujo"
27,9513,Beelzebub,TV,Manga,60,False,"Jan 9, 2011 to Mar 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.02,136105,528.0,208,302082,3785,Winter 2011,Sundays at Unknown,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen"
29,9863,SKET Dance,TV,Manga,77,False,"Apr 7, 2011 to Sep 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,213.0,646,130264,2474,Spring 2011,Thursdays at 18:00 (JST),"TV Tokyo, Avex Entertainment, Dentsu",Tatsunoko Production,"Comedy, School, Shounen"
30,7817,B-gata H-kei,TV,4-koma manga,12,False,"Apr 2, 2010 to Jun 18, 2010",24 min. per ep.,R+ - Mild Nudity,7.1,142827,3193.0,285,244791,1641,Spring 2010,Fridays at 01:00 (JST),"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY","Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen"
31,966,Crayon Shin-chan,TV,Manga,0,True,"Apr 13, 1992 to ?",21 min.,PG - Children,7.73,17683,1032.0,1937,34788,600,Spring 1992,Fridays at 19:30 (JST),TV Asahi,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen"
32,120,Fruits Basket,TV,Manga,26,False,"Jul 5, 2001 to Dec 27, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,939.0,222,292572,7579,Summer 2001,Thursdays at 18:00 (JST),"TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
33,957,Saiunkoku Monogatari,TV,Light novel,39,False,"Apr 8, 2006 to Feb 24, 2007",25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,512.0,1313,61739,1059,Spring 2006,Unknown,"NHK, Sogo Vision",Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama"
34,21,One Piece,TV,Manga,0,True,"Oct 20, 1999 to ?",24 min.,PG-13 - Teens 13 or older,8.54,423868,91.0,35,720133,69760,Fall 1999,Sundays at 09:30 (JST),"Fuji TV, TAP, Shueisha",Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
35,1974,Glass no Kamen (2005),TV,Manga,51,False,"Apr 6, 2005 to Mar 29, 2006",25 min. per ep.,G - All Ages,8.18,7348,333.0,2523,22123,365,Spring 2005,Unknown,"TMS Entertainment, MediaNet",Tokyo Movie Shinsha,"Drama, Shoujo"
36,857,Air Gear,TV,Manga,25,False,"Apr 5, 2006 to Sep 27, 2006",24 min. per ep.,R+ - Mild Nudity,7.64,126326,1233.0,297,235764,3254,Spring 2006,Unknown,"Marvelous, Kodansha",Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports"
37,1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,39,False,"Apr 7, 2007 to Mar 8, 2008",25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,362.0,2233,27481,201,Spring 2007,Unknown,"NHK, Sogo Vision",Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
38,249,InuYasha,TV,Manga,167,False,"Oct 16, 2000 to Sep 13, 2004",24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,697.0,141,371313,12282,Fall 2000,Mondays at 19:00 (JST),"Yomiuri Telecasting, Shogakukan",Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
39,6645,Chu-Bra!!,TV,Manga,12,False,"Jan 4, 2010 to Mar 22, 2010",24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,6380.0,1858,37256,48,Winter 2010,Mondays at 23:30 (JST),GANSIS,Zexcs,"Ecchi, Comedy, School, Seinen"
40,5690,Nodame Cantabile Finale,TV,Manga,11,False,"Jan 15, 2010 to Mar 26, 2010",22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,203.0,995,84808,381,Winter 2010,Fridays at 00:45 (JST),"Fuji TV, Sony Music Entertainment",J.C.Staff,"Comedy, Josei, Music, Romance"
41,1571,Ghost Hunt,TV,Novel,25,False,"Oct 4, 2006 to Mar 28, 2007",25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,656.0,527,152490,2579,Fall 2006,Unknown,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural"
42,11759,Accel World,TV,Light novel,24,False,"Apr 7, 2012 to Sep 22, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,1545.0,103,433343,3680,Spring 2012,Saturdays at 00:30 (JST),"Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",Sunrise,"Action, Game, Sci-Fi, Romance, School"
43,7674,Bakuman.,TV,Manga,25,False,"Oct 2, 2010 to Apr 2, 2011",24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,216.0,172,332666,6846,Fall 2010,Unknown,"NHK, Shueisha",J.C.Staff,"Comedy, Drama, Romance, Shounen"
44,1698,Nodame Cantabile,TV,Manga,23,False,"Jan 12, 2007 to Jun 15, 2007",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163.0,381,198927,4443,Winter 2007,Fridays at Unknown,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
45,14713,Kamisama Hajimemashita,TV,Manga,13,False,"Oct 2, 2012 to Dec 25, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383.0,259,266342,6387,Fall 2012,Tuesdays at 02:05 (JST),"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
46,232,Cardcaptor Sakura,TV,Manga,70,False,"Apr 7, 1998 to Mar 21, 2000",25 min. per ep.,PG - Children,8.21,121898,297.0,292,237669,9453,Spring 1998,Tuesdays at 18:00 (JST),"NHK, Kodansha, Sogo Vision, YTV",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
48,9656,Kimi ni Todoke 2nd Season,TV,Manga,12,False,"Jan 12, 2011 to Mar 30, 2011",23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,412.0,322,224494,1117,Winter 2011,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network, Shueisha",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
49,9926,Sekaiichi Hatsukoi,TV,Manga,12,False,"Apr 9, 2011 to Jun 25, 2011",23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,469.0,701,121752,2908,Spring 2011,Unknown,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
50,2564,Code-E,TV,Original,12,False,"Jul 4, 2007 to Sep 19, 2007",24 min. per ep.,G - All Ages,6.49,5866,5635.0,3214,13818,18,Summer 2007,Unknown,Nagoya TV Housou,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life"
51,3092,Junjou Romantica,TV,Manga,12,False,"Apr 11, 2008 to Jun 27, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,568.0,568,146369,4707,Spring 2008,Unknown,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
52,1579,Kiniro no Corda: Primo Passo,TV,Visual novel,25,False,"Oct 2, 2006 to Mar 26, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,1273.0,1138,72255,1126,Fall 2006,Unknown,"Aniplex, Hakusensha, Koei, TYO",Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
53,32370,D.Gray-man Hallow,TV,Manga,13,False,"Jul 5, 2016 to Sep 27, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,655.0,795,108764,825,Summer 2016,Tuesdays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen"
54,11547,Sengoku☆Paradise Kiwami,TV,Unknown,26,False,"Oct 4, 2011 to Mar 27, 2012",3 min. per ep.,PG-13 - Teens 13 or older,6.2,609,6763.0,5316,3989,2,Fall 2011,Unknown,"TV Tokyo, G-mode","Milky Cartoon, LMD","Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo"
62,153,Juuni Kokuki,TV,Novel,45,False,"Apr 9, 2002 to Aug 30, 2003",25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,399.0,1016,82925,1907,Spring 2002,Unknown,Sogo Vision,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural"
74,33775,Soul Buster,TV,Manga,12,False,"Oct 4, 2016 to Dec 11, 2016",13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,7553.0,2963,16223,13,Fall 2016,Tuesdays at 18:30 (JST),MAGES.,Studio Pierrot,"Action, Samurai"
80,5235,Live On Cardliver Kakeru,TV,Manga,51,False,"Oct 5, 2008 to Sep 27, 2009",23 min. per ep.,PG - Children,6.86,97,4074.0,9003,673,3,Fall 2008,Unknown,"Sotsu, Sakura Create",TMS Entertainment,"Game, Fantasy"
83,26443,Triage X,TV,Manga,10,False,"Apr 9, 2015 to Jun 11, 2015",23 min. per ep.,R+ - Mild Nudity,6.41,34990,5978.0,1025,81824,158,Spring 2015,Thursdays at 01:05 (JST),"DAX Production, Nippon Columbia",Xebec,"Action, Adventure, Ecchi, Shounen"
87,36847,Nanatsu no Bitoku,TV,Other,10,False,"Jan 27, 2018 to Mar 31, 2018",5 min. per ep.,R+ - Mild Nudity,5.2,4722,8835.0,2533,22001,47,Winter 2018,Saturdays at 00:25 (JST),Hobby Japan,Bridge,"Ecchi, Fantasy"
97,812,Chikyuu Shoujo Arjuna,TV,Original,13,False,"Jan 9, 2001 to Mar 27, 2001",26 min. per ep.,PG-13 - Teens 13 or older,6.95,8111,3731.0,2600,21106,159,Winter 2001,Tuesdays at 18:00 (JST),"Bandai Visual, Sotsu",Satelight,"Adventure, Drama, Magic, Sci-Fi"
99,7791,K-On!!,TV,4-koma manga,26,False,"Apr 7, 2010 to Sep 29, 2010",24 min. per ep.,PG-13 - Teens 13 or older,8.14,178001,383.0,183,322621,7149,Spring 2010,Wednesdays at 01:25 (JST),"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Kyoto Animation,"Comedy, Music, School, Slice of Life"
102,8726,Soredemo Machi wa Mawatteiru,TV,Manga,12,False,"Oct 8, 2010 to Dec 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,1744.0,1826,38419,143,Fall 2010,Unknown,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Shaft,"Comedy, Slice of Life"
105,10869,Scan2Go,TV,Unknown,52,False,"Aug 9, 2010 to Mar 29, 2011",25 min. per ep.,G - All Ages,6.23,392,6660.0,8158,1062,5,Summer 2010,Unknown,d-rights,SynergySP,"Cars, Kids, Shounen, Space, Sports"
110,33462,Bernard-jou Iwaku.,TV,Manga,12,False,"Oct 7, 2016 to Dec 23, 2016",3 min. per ep.,PG-13 - Teens 13 or older,6.03,5918,7274.0,3130,14460,13,Fall 2016,Fridays at 01:00 (JST),"DAX Production, Dream Creation, Gen&#039;ei",Creators in Pack,"Comedy, School"
115,20057,Space☆Dandy,TV,Original,13,False,"Jan 5, 2014 to Mar 27, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.88,75431,748.0,468,171855,2868,Winter 2014,Unknown,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Bones,"Sci-Fi, Space, Comedy"
120,18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,False,"Oct 8, 2013 to Dec 24, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.5,48992,1623.0,821,105762,800,Fall 2013,Tuesdays at 02:55 (JST),"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",SANZIGEN,"Action, Sci-Fi, Seinen"
121,35334,ClassicaLoid 2nd Season,TV,Original,25,False,"Oct 7, 2017 to Mar 24, 2018",24 min. per ep.,PG-13 - Teens 13 or older,6.47,855,5712.0,5092,4497,7,Fall 2017,Saturdays at 17:35 (JST),"NHK, Bandai Namco Pictures",Sunrise,"Music, Comedy"
127,34561,Re:Creators,TV,Original,22,False,"Apr 8, 2017 to Sep 16, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.69,74531,1138.0,347,214467,1717,Spring 2017,Saturdays at 23:30 (JST),"Aniplex, Magic Capsule, Shogakukan, ABC Animation",TROYCA,"Action, Sci-Fi, Fantasy"
130,238,Rekka no Honoo,TV,Manga,42,False,"Jul 19, 1997 to Jul 10, 1998",23 min. per ep.,PG-13 - Teens 13 or older,7.42,18254,1948.0,1730,41792,219,Summer 1997,Saturdays at 18:30 (JST),Fuji TV,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power"
132,27989,Hibike! Euphonium,TV,Novel,13,False,"Apr 8, 2015 to Jul 1, 2015",23 min. per ep.,PG-13 - Teens 13 or older,8.02,94024,530.0,367,203942,3337,Spring 2015,Wednesdays at 00:30 (JST),"Lantis, Pony Canyon, Rakuonsha",Kyoto Animation,"Music, School, Drama"
133,36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,12,False,"Jan 8, 2018 to Mar 26, 2018",24 min. per ep.,PG-13 - Teens 13 or older,8.85,14981,25.0,1724,42265,393,Winter 2018,Mondays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
134,1200,Gun-dou Musashi,TV,Original,26,False,"Apr 9, 2006 to Oct 8, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.06,476,7203.0,4956,4777,15,Spring 2006,Unknown,TBS,ACC Production,"Adventure, Samurai, Fantasy"
136,2769,Galactic Patrol Lensman,TV,Unknown,25,False,"Oct 6, 1984 to Mar 30, 1985",25 min. per ep.,PG-13 - Teens 13 or older,6.49,113,5635.0,8990,680,1,Fall 1984,Unknown,"Tatsunoko Production, MK Pictures",Madhouse,"Action, Adventure, Sci-Fi"
137,24031,Denki-gai no Honya-san,TV,Manga,12,False,"Oct 2, 2014 to Dec 18, 2014",23 min. per ep.,PG-13 - Teens 13 or older,7.27,34590,2517.0,1035,80620,210,Fall 2014,Thursdays at 22:30 (JST),"Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Shin-Ei Animation,"Comedy, Seinen, Slice of Life"
147,17147,Gakkatsu! 2nd Season,TV,Unknown,25,False,"Jan 16, 2013 to Sep 25, 2013",5 min. per ep.,G - All Ages,6.5,308,5598.0,7605,1399,1,Winter 2013,Unknown,NHK,Fanworks,"Comedy, School"
149,22273,Selector Infected WIXOSS,TV,Card game,12,False,"Apr 4, 2014 to Jun 20, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.36,44138,2208.0,856,101587,501,Spring 2014,Unknown,"Magic Capsule, Warner Bros., Showgate",J.C.Staff,"Game, Psychological"
151,11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Manga,12,False,"Jan 24, 2012 to Mar 27, 2012",6 min. per ep.,R+ - Mild Nudity,6.28,8677,6469.0,2624,20817,26,Winter 2012,Tuesdays at Unknown,"Lantis, Cammot",LMD,"Comedy, Ecchi, School, Seinen, Shoujo Ai"
160,33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,12,False,"Jan 10, 2017 to Mar 28, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.73,32925,1027.0,1064,77826,539,Winter 2017,Tuesdays at 23:00 (JST),"Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Madhouse,"Mystery, Police, Drama, Fantasy, Seinen"
163,2687,Gokuu no Daibouken,TV,Unknown,39,False,"Jan 7, 1967 to Sep 30, 1967",25 min. per ep.,G - All Ages,6.49,83,5637.0,9959,394,2,Winter 1967,Unknown,Fuji TV,Mushi Production,"Comedy, Fantasy"
165,34350,Alice to Zouroku,TV,Manga,12,False,"Apr 2, 2017 to Jun 25, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.2,27215,2797.0,1135,72634,147,Spring 2017,Sundays at 22:30 (JST),"Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music &amp; Pictures, Sony PCL",J.C.Staff,"Adventure, Mystery, Seinen"
166,36982,Micchiri Neko,TV,Web manga,13,False,"Jan 4, 2018 to Mar 26, 2018",3 min. per ep.,G - All Ages,6.84,1228,4154.0,5286,4052,6,Winter 2018,Not scheduled once per week,Frencel,helo.inc,"Comedy, Kids"
167,534,Slayers,TV,Light novel,26,False,"Apr 7, 1995 to Sep 29, 1995",22 min. per ep.,PG-13 - Teens 13 or older,7.85,42588,804.0,949,89198,1702,Spring 1995,Fridays at 18:30 (JST),"J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music",E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy"
168,32032,Seikaisuru Kado,TV,Original,12,False,"Apr 7, 2017 to Jun 30, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.01,25496,3541.0,1133,72747,159,Spring 2017,Fridays at 22:30 (JST),Kinoshita Group Holdings,Toei Animation,Sci-Fi
169,30694,Dragon Ball Super,TV,Manga,131,False,"Jul 5, 2015 to Mar 25, 2018",23 min. per ep.,PG-13 - Teens 13 or older,7.78,102780,922.0,278,250101,4314,Summer 2015,Sundays at 09:00 (JST),"Yomiko Advertising, Fuji TV",Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
171,988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,TV,Unknown,12,False,"May 7, 2005 to Jul 23, 2005",26 min. per ep.,PG-13 - Teens 13 or older,6.28,131,6483.0,7949,1178,2,Spring 2005,Unknown,T.P.O,"Group TAC, G&amp;G Entertainment","Action, Comedy, Historical, Military, Samurai"
173,14355,Yama no Susume,TV,Manga,12,False,"Jan 3, 2013 to Mar 21, 2013",3 min. per ep.,G - All Ages,6.82,14762,4256.0,1842,37639,65,Winter 2013,Thursdays at 01:30 (JST),Earth Star Entertainment,8bit,"Adventure, Slice of Life, Comedy"
