,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre
7345,67,Basilisk: Kouga Ninpou Chou,TV,Manga,24,False,"Apr 13, 2005 to Sep 21, 2005",24 min. per ep.,R - 17+ (violence & profanity),7.66,54467,1190.0,669,125162,1317,Spring 2005,Unknown,"GDH, Kodansha, Sotsu Music Publishing",Gonzo,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy"
7353,20033,Miss Monochrome: The Animation,TV,Original,13,False,"Oct 2, 2013 to Dec 25, 2013",4 min. per ep.,G - All Ages,6.48,16538,5691.0,1911,35706,48,Fall 2013,Unknown,"TV Tokyo, Starchild Records","SANZIGEN, LIDENFILMS","Comedy, Music, Slice of Life"
7355,31370,Tonkatsu DJ Agetarou,TV,Manga,12,False,"Apr 10, 2016 to Jun 26, 2016",9 min. per ep.,PG-13 - Teens 13 or older,7.18,4234,2910.0,3788,9330,64,Spring 2016,Sundays at 22:15 (JST),"YTV, DAX Production, Shueisha, Yomiuri TV Enterprise",Studio Deen,"Music, Comedy, Shounen"
7366,1676,Cosmo Warrior Zero,TV,Game,13,False,"Jul 6, 2001 to Sep 28, 2001",25 min. per ep.,PG-13 - Teens 13 or older,6.66,1196,4922.0,5788,3248,8,Summer 2001,Unknown,AT-X,Vega Entertainment,"Action, Adventure, Military, Sci-Fi, Space"
7367,35843,Gintama.: Porori-hen,TV,Manga,13,False,"Oct 2, 2017 to Dec 25, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.59,23130,71.0,1464,53820,450,Fall 2017,Mondays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
7374,294,Divergence Eve,TV,Original,13,False,"Jul 2, 2003 to Sep 24, 2003",24 min. per ep.,R+ - Mild Nudity,6.02,2872,7302.0,3868,8896,7,Summer 2003,Wednesdays at 10:00 (JST),"Media Factory, Imagica, KlockWorx",Radix,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
7381,22733,Dragon Collection,TV,Unknown,51,False,"Apr 7, 2014 to Mar 30, 2015",11 min. per ep.,PG-13 - Teens 13 or older,6.35,905,6180.0,5495,3699,6,Spring 2014,Mondays at 08:15 (JST),Konami,OLM,"Fantasy, Shounen"
7389,22729,Aldnoah.Zero,TV,Original,12,False,"Jul 6, 2014 to Sep 21, 2014",23 min. per ep.,R - 17+ (violence & profanity),7.57,184307,1419.0,181,323603,3415,Summer 2014,Sundays at 00:00 (JST),"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11","A-1 Pictures, TROYCA","Action, Military, Sci-Fi, Mecha"
7391,34572,Black Clover,TV,Manga,51,True,"Oct 3, 2017 to 2018",23 min. per ep.,PG-13 - Teens 13 or older,6.61,66803,5147.0,319,225103,1436,Fall 2017,Tuesdays at 18:25 (JST),"TV Tokyo, Avex Pictures, Shueisha",Studio Pierrot,"Action, Comedy, Magic, Fantasy, Shounen"
7395,1230,Innocent Venus,TV,Original,12,False,"Jul 27, 2006 to Oct 26, 2006",23 min. per ep.,PG-13 - Teens 13 or older,6.91,8590,3877.0,2558,21607,54,Summer 2006,Unknown,Bandai Visual,Brain&#039;s Base,"Adventure, Drama, Mecha, Military, Sci-Fi"
7397,582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,Manga,48,False,"Jan 5, 1998 to Mar 31, 1998",8 min. per ep.,R - 17+ (violence & profanity),7.86,2200,785.0,4061,7863,114,Winter 1998,Unknown,"Madhouse, Bandai Visual",Magic Bus,"Comedy, Martial Arts, School, Shounen"
7403,2904,Code Geass: Hangyaku no Lelouch R2,TV,Original,25,False,"Apr 6, 2008 to Sep 28, 2008",24 min. per ep.,R - 17+ (violence & profanity),8.95,543904,18.0,22,791396,44230,Spring 2008,Sundays at 17:00 (JST),"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha"
7407,35788,Shokugeki no Souma: San no Sara,TV,Manga,12,False,"Oct 4, 2017 to Dec 20, 2017",24 min. per ep.,PG-13 - Teens 13 or older,8.5,129754,106.0,282,248061,1817,Fall 2017,Wednesdays at 00:30 (JST),"Lantis, Warner Bros., KlockWorx, Shueisha",J.C.Staff,"Ecchi, School, Shounen"
7411,11319,Zero no Tsukaima F,TV,Light novel,12,False,"Jan 7, 2012 to Mar 24, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.71,140516,1096.0,301,234783,997,Winter 2012,Unknown,"Cospa, Showgate",J.C.Staff,"Adventure, Magic, Romance, Ecchi, Fantasy"
7413,2836,Chiisana Viking Vickie,TV,Unknown,78,False,"Apr 3, 1974 to Sep 24, 1975",24 min. per ep.,G - All Ages,6.6,896,5192.0,7065,1806,3,Spring 1974,Unknown,Mushi Production,Nippon Animation,"Adventure, Comedy, Historical, Kids"
7426,589,Ginga Nagareboshi Gin,TV,Manga,21,False,"Apr 7, 1986 to Aug 22, 1986",23 min. per ep.,PG-13 - Teens 13 or older,8.12,6551,409.0,3186,14068,561,Spring 1986,Saturdays at Unknown,TV Asahi,Toei Animation,"Action, Adventure, Drama, Shounen"
7429,107,Ou Dorobou Jing,TV,Manga,13,False,"May 15, 2002 to Aug 14, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.32,10886,2357.0,2244,27073,184,Spring 2002,Unknown,Aniplex,Studio Deen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
7430,17873,Pokemon Best Wishes! Season 2: Decolora Adventure,TV,Game,20,False,"Apr 25, 2013 to Sep 26, 2013",22 min. per ep.,PG - Children,6.49,8848,5648.0,2864,17346,22,Spring 2013,Thursdays at 19:00 (JST),TV Tokyo,OLM,"Action, Adventure, Comedy, Fantasy, Kids"
7434,35067,Osomatsu-san 2nd Season,TV,Manga,25,False,"Oct 3, 2017 to Mar 27, 2018",23 min. per ep.,R - 17+ (violence & profanity),7.7,7344,1117.0,2179,28443,179,Fall 2017,Tuesdays at 01:35 (JST),"TV Tokyo, Dentsu, Rakuonsha, AT-X, Avex Pictures, Daiichi Shokai CO., LTD",Studio Pierrot,"Comedy, Parody"
7437,225,Dragon Ball GT,TV,Manga,64,False,"Feb 7, 1996 to Nov 19, 1997",23 min. per ep.,PG-13 - Teens 13 or older,6.67,205925,4883.0,204,305320,1212,Winter 1996,Wednesdays at 19:00 (JST),Fuji TV,Toei Animation,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power"
7443,2105,Touka Gettan,TV,Visual novel,26,False,"Apr 3, 2007 to Sep 25, 2007",23 min. per ep.,R - 17+ (violence & profanity),6.66,2986,4947.0,3026,15436,45,Spring 2007,Unknown,WAO World,Studio Deen,"Romance, Supernatural, Drama"
7446,21995,Ao Haru Ride,TV,Manga,12,False,"Jul 8, 2014 to Sep 23, 2014",23 min. per ep.,PG-13 - Teens 13 or older,7.83,184367,823.0,170,333944,4675,Summer 2014,Tuesdays at 00:00 (JST),"Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL",Production I.G,"Comedy, Drama, Romance, School, Shoujo, Slice of Life"
7448,24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,Manga,12,False,"Apr 11, 2015 to Jun 27, 2015",24 min. per ep.,R - 17+ (violence & profanity),7.88,42242,746.0,1058,78199,302,Spring 2015,Saturdays at 01:55 (JST),"Starchild Records, Mainichi Broadcasting System, Kodansha, Studio Mausu",Polygon Pictures,"Action, Sci-Fi, Space, Mecha, Seinen"
7452,2924,ef: A Tale of Memories.,TV,Visual novel,12,False,"Oct 7, 2007 to Dec 23, 2007",24 min. per ep.,PG-13 - Teens 13 or older,8.05,82024,486.0,436,180526,2699,Fall 2007,Sundays at 01:35 (JST),Rondo Robe,Shaft,"Mystery, Drama, Romance"
7453,535,Slayers Next,TV,Light novel,26,False,"Apr 5, 1996 to Sep 27, 1996",24 min. per ep.,PG-13 - Teens 13 or older,8.12,26985,417.0,1596,47082,710,Spring 1996,Fridays at 18:30 (JST),"J.C.Staff, TV Tokyo, SoftX",E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy"
7454,30727,Saenai Heroine no Sodatekata ♭,TV,Light novel,11,False,"Apr 14, 2017 to Jun 23, 2017",22 min. per ep.,PG-13 - Teens 13 or older,7.9,54607,705.0,678,124332,863,Spring 2017,Fridays at 00:55 (JST),"Aniplex, Dentsu, Fuji TV, Cospa, Good Smile Company, Kansai Telecasting, Fujimi Shobo",A-1 Pictures,"Comedy, Ecchi, Harem, Romance, School"
7469,32962,Occultic;Nine,TV,Light novel,12,False,"Oct 9, 2016 to Dec 25, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.05,41562,3380.0,647,130079,368,Fall 2016,Sundays at 00:00 (JST),"Aniplex, MAGES., Hakuhodo DY Music &amp; Pictures, Lawson, ABC Animation, Contents Seed",A-1 Pictures,"Sci-Fi, Mystery"
7477,10495,Yuru Yuri,TV,Manga,12,False,"Jul 5, 2011 to Sep 20, 2011",23 min. per ep.,PG-13 - Teens 13 or older,7.67,92926,1184.0,380,199097,3499,Summer 2011,Unknown,"TV Tokyo, Daume, Sotsu, Pony Canyon, DAX Production, Studio Gram, PRA, Jumondo",Doga Kobo,"Comedy, School, Shoujo Ai, Slice of Life"
7485,2331,Uchuu Densetsu Ulysses 31,TV,Original,26,False,"Oct 3, 1981 to Nov 30, 1982",25 min. per ep.,G - All Ages,7.15,1310,3018.0,5996,2953,18,Fall 1981,Unknown,"Tokyo Movie Shinsha, DiC Entertainment",TMS Entertainment,"Action, Adventure, Sci-Fi, Space"
7492,12391,Mouretsu Atarou (1990),TV,Manga,34,False,"Apr 21, 1990 to Dec 22, 1990",24 min. per ep.,G - All Ages,6.73,11,11339.0,11901,153,0,Spring 1990,Saturdays at 19:00 (JST),TV Asahi,Toei Animation,"Comedy, Kids, Slice of Life"
7496,33003,Mahou Shoujo Ikusei Keikaku,TV,Light novel,12,False,"Oct 2, 2016 to Dec 18, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.13,36023,3085.0,962,87997,442,Fall 2016,Sundays at 00:00 (JST),"Genco, AT-X, Magic Capsule, flying DOG, Cospa, Toranoana, Medicos Entertainment, Animatic, Highlights Entertainment",Lerche,"Action, Supernatural, Magic, Thriller, Fantasy"
7497,33241,Honobono Log,TV,Picture book,10,False,"Jun 7, 2016 to Jun 18, 2016",2 min. per ep.,G - All Ages,7.5,12246,1632.0,2283,26398,171,Spring 2016,Not scheduled once per week,NHK,Fanworks,"Slice of Life, Romance"
7498,1214,Binbou Shimai Monogatari,TV,Manga,10,False,"Jun 30, 2006 to Sep 15, 2006",24 min. per ep.,G - All Ages,6.92,4782,3829.0,3119,14522,20,Summer 2006,Fridays at 02:40 (JST),TV Asahi,Toei Animation,"Slice of Life, Comedy, Drama, Seinen"
7504,4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV,Manga,13,False,"Oct 3, 2008 to Dec 26, 2008",24 min. per ep.,R - 17+ (violence & profanity),7.2,3153,2817.0,4000,8168,23,Fall 2008,Unknown,"Showgate, Index",Satelight,"Action, Drama, Martial Arts"
7531,1775,Jikuu Tenshou Nazca,TV,Manga,12,False,"Apr 6, 1998 to Jun 29, 1998",24 min. per ep.,PG-13 - Teens 13 or older,5.78,814,7838.0,5328,3955,4,Spring 1998,Tuesdays at 01:15 (JST),"Kadokawa Shoten, Pioneer LDC","Genco, Radix","Action, Adventure, Drama, Magic, Fantasy"
7548,14467,K,TV,Original,13,False,"Oct 5, 2012 to Dec 28, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.68,206756,1153.0,121,400975,5363,Fall 2012,Thursdays at Unknown,"Starchild Records, Mainichi Broadcasting System, KlockWorx",GoHands,"Action, Super Power, Supernatural"
7552,2624,"Flanders no Inu, Boku no Patrasche",TV,Novel,26,False,"Oct 10, 1992 to Mar 27, 1993",25 min. per ep.,G - All Ages,7.25,302,2606.0,8145,1075,2,Fall 1992,Unknown,Tokyo Movie Shinsha,TMS Entertainment,"Drama, Historical"
7554,284,Area 88 (TV),TV,Manga,12,False,"Jan 9, 2004 to Mar 26, 2004",25 min. per ep.,PG-13 - Teens 13 or older,7.11,3615,3147.0,3823,9155,54,Winter 2004,Unknown,TV Asahi,Group TAC,"Action, Drama, Military, Romance, Shounen"
7555,14967,Boku wa Tomodachi ga Sukunai Next,TV,Light novel,12,False,"Jan 11, 2013 to Mar 29, 2013",24 min. per ep.,R+ - Mild Nudity,7.59,183620,1370.0,225,290822,1002,Winter 2013,Unknown,"Media Factory, TBS, Magic Capsule, Good Smile Company",AIC Build,"Harem, Slice of Life, Comedy, Romance, School"
7558,1738,Muteki Kanban Musume,TV,Manga,12,False,"Jul 5, 2006 to Sep 20, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.19,5939,2861.0,3180,14137,49,Summer 2006,Unknown,"Geneon Universal Entertainment, Yomiuri Telecasting, Yomiuri Advertising, Toshiba Entertainment",Telecom Animation Film,"Action, Comedy, Martial Arts, Parody, Shounen"
7561,141,Jinki:Extend,TV,Manga,12,False,"Jan 6, 2005 to Mar 24, 2005",23 min. per ep.,R - 17+ (violence & profanity),6.22,3209,6691.0,3946,8421,9,Winter 2005,Thursdays at 02:12 (JST),"TV Asahi, GANSIS",feel.,"Mecha, Sci-Fi"
7562,19769,Mahou Sensou,TV,Light novel,12,False,"Jan 10, 2014 to Mar 28, 2014",24 min. per ep.,PG-13 - Teens 13 or older,6.17,67158,6873.0,592,140378,238,Winter 2014,Unknown,"Media Factory, TBS, flying DOG",Madhouse,"Action, Fantasy, Magic"
7566,12967,Arcana Famiglia,TV,Visual novel,12,False,"Jul 1, 2012 to Sep 16, 2012",24 min. per ep.,PG-13 - Teens 13 or older,6.41,63122,5949.0,635,132172,275,Summer 2012,Unknown,"Frontier Works, Movic, Warner Bros., Showgate",J.C.Staff,"Action, Harem, Supernatural, Romance, Shoujo"
7570,20127,Kariage-kun,TV,Unknown,59,False,"Oct 17, 1989 to Dec 21, 1990",25 min. per ep.,None,6.0,18,10781.0,12142,139,1,Fall 1989,Unknown,Fuji TV,Toei Animation,"Comedy, Seinen, Slice of Life"
7574,86,Mobile Suit Gundam ZZ,TV,Original,47,False,"Mar 1, 1986 to Jan 31, 1987",24 min. per ep.,PG-13 - Teens 13 or older,6.76,10152,4504.0,2544,21872,73,Spring 1986,Saturdays at 17:30 (JST),"Sotsu, Nagoya TV Housou",Sunrise,"Space, Comedy, Mecha, Military, Drama, Sci-Fi"
7584,28623,Koutetsujou no Kabaneri,TV,Original,12,False,"Apr 8, 2016 to Jul 1, 2016",22 min. per ep.,R - 17+ (violence & profanity),7.31,206707,2392.0,131,384726,1922,Spring 2016,Fridays at 00:55 (JST),"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Wit Studio,"Action, Drama, Fantasy, Horror"
7587,21603,Mekakucity Actors,TV,Music,12,False,"Apr 13, 2014 to Jun 29, 2014",23 min. per ep.,PG-13 - Teens 13 or older,7.19,125532,2859.0,256,267367,2974,Spring 2014,Sundays at 00:00 (JST),"Aniplex, 1st PLACE, Tokyo MX, BS11",Shaft,"Sci-Fi, Comedy, Super Power, Supernatural, Romance"
7601,20787,Black Bullet,TV,Light novel,13,False,"Apr 8, 2014 to Jul 1, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.38,258969,2097.0,92,464784,2943,Spring 2014,Tuesdays at 22:30 (JST),"Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan","Kinema Citrus, Orange","Action, Sci-Fi, Mystery, Seinen"
7616,18411,Gingitsune,TV,Manga,12,False,"Oct 7, 2013 to Dec 23, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.22,17268,2717.0,1764,40479,82,Fall 2013,Mondays at 01:05 (JST),"TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Diomedea,"Seinen, Slice of Life, Supernatural"
7624,19,Monster,TV,Manga,74,False,"Apr 7, 2004 to Sep 28, 2005",24 min. per ep.,R+ - Mild Nudity,8.69,118856,49.0,152,353310,17399,Spring 2004,Wednesdays at 00:40 (JST),"VAP, Shogakukan Productions, Nippon Television Network",Madhouse,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller"
7630,25609,Genki Genki Non-tan,TV,Unknown,15,False,"Nov 4, 2002 to Dec 4, 2002",6 min. per ep.,G - All Ages,5.55,11,10202.0,12992,99,0,Fall 2002,Unknown,Nippon Columbia,Polygon Pictures,"Kids, Music"
7633,1885,Master of Epic: The Animation Age,TV,Game,12,False,"Jan 8, 2007 to Mar 26, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.13,317,7003.0,7694,1331,2,Winter 2007,Unknown,TV Tokyo,"Gonzo, Palm Studio","Fantasy, Game, Comedy"
7636,3572,Macross F,TV,Original,25,False,"Apr 4, 2008 to Sep 26, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.98,51693,580.0,791,109148,1743,Spring 2008,Fridays at 01:25 (JST),"Bandai Visual, Mainichi Broadcasting System, Big West",Satelight,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
7639,2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,Other,52,False,"Apr 3, 1989 to Mar 29, 1990",23 min. per ep.,G - All Ages,7.39,2100,2063.0,5365,3903,37,Spring 1989,Unknown,TV Tokyo,Telescreen BV,"Adventure, Fantasy, Comedy, Drama, Kids"
7644,4214,Rosario to Vampire Capu2,TV,Manga,13,False,"Oct 2, 2008 to Dec 25, 2008",24 min. per ep.,R+ - Mild Nudity,7.17,160404,2938.0,269,255687,1200,Fall 2008,Unknown,"GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing",Gonzo,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire"
7649,19117,Toaru Hikuushi e no Koiuta,TV,Light novel,13,False,"Jan 6, 2014 to Mar 31, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.24,28965,2665.0,1208,67341,174,Winter 2014,Unknown,"Bandai Visual, Sotsu, DAX Production, 3xCube, ZERO-A, Sammy, NichiNare, Toppan Printing",TMS Entertainment,"Adventure, Drama, Romance"
7653,35203,Isekai wa Smartphone to Tomo ni.,TV,Light novel,12,False,"Jul 11, 2017 to Sep 26, 2017",24 min. per ep.,PG-13 - Teens 13 or older,6.8,75900,4320.0,550,149207,1101,Summer 2017,Tuesdays at 20:30 (JST),"Sotsu, MediaNet, Pony Canyon, AT-X, Asmik Ace Entertainment, Hobby Japan, 81 Produce, Tokyo MX, Exit Tunes",Production Reed,"Adventure, Harem, Comedy, Magic, Romance, Fantasy"
7654,19305,Nyuru Nyuru!! Kakusen-kun,TV,Unknown,25,False,"Jul 9, 2013 to Dec 24, 2013",2 min. per ep.,G - All Ages,5.51,49,11552.0,10120,364,1,Summer 2013,Unknown,Yomiuri Telecasting,DLE,Comedy
7659,30016,Nanbaka,TV,Web manga,13,False,"Oct 5, 2016 to Dec 28, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.43,49274,1899.0,667,125589,796,Fall 2016,Wednesdays at 03:00 (JST),"Nihon Ad Systems, DAX Production, Sony Music Communications, comico, Tokuma Japan Communications, Nelke Planning",Satelight,"Action, Comedy, Drama"
7660,28883,Hidan no Aria AA,TV,Manga,12,False,"Oct 6, 2015 to Dec 22, 2015",23 min. per ep.,PG-13 - Teens 13 or older,6.38,20624,6074.0,1417,56195,77,Fall 2015,Tuesdays at 23:00 (JST),"flying DOG, Fujishouji",Doga Kobo,"Action, School, Shoujo Ai"
7661,5670,GA: Geijutsuka Art Design Class,TV,4-koma manga,12,False,"Jul 7, 2009 to Sep 22, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.2,4808,2809.0,3106,14702,49,Summer 2009,Unknown,"Houbunsha, Studio Jack",AIC Plus+,"Slice of Life, Comedy, School, Seinen"
7662,4151,Blade of the Immortal,TV,Manga,13,False,"Jul 14, 2008 to Dec 29, 2008",24 min. per ep.,R - 17+ (violence & profanity),6.9,17251,3899.0,1727,42041,119,Summer 2008,Unknown,"Bee Train, Kodansha",Production I.G,"Action, Adventure, Historical, Samurai, Supernatural"
7676,34966,Jigoku Shoujo: Yoi no Togi,TV,Original,6,False,"Jul 15, 2017 to Aug 19, 2017",23 min. per ep.,R - 17+ (violence & profanity),6.6,8312,5212.0,2107,30103,137,Summer 2017,Saturdays at 00:00 (JST),"Aniplex, Fujishouji",Studio Deen,"Horror, Mystery, Psychological, Supernatural"
7679,6509,Kiteretsu Daihyakka,TV,Manga,331,False,"Mar 27, 1988 to Jun 9, 1996",25 min. per ep.,PG - Children,6.63,709,5070.0,7295,1624,4,Spring 1988,Sundays at 19:00 (JST),Fuji TV,Studio Gallop,"Comedy, Drama, Kids, Slice of Life"
7685,22135,Ping Pong The Animation,TV,Manga,11,False,"Apr 11, 2014 to Jun 20, 2014",23 min. per ep.,PG-13 - Teens 13 or older,8.65,72887,58.0,563,146861,7036,Spring 2014,Fridays at 00:50 (JST),"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Tatsunoko Production,"Sports, Psychological, Drama, Seinen"
7689,28791,Gunslinger Stratos: The Animation,TV,Game,12,False,"Apr 4, 2015 to Jun 20, 2015",23 min. per ep.,PG-13 - Teens 13 or older,6.18,23284,6834.0,1422,55848,42,Spring 2015,Saturdays at 23:30 (JST),"Aniplex, Square Enix, Nitroplus, ASCII Media Works, Tokyo MX, BS11",A-1 Pictures,"Action, Sci-Fi"
7694,33037,Tsukiuta. The Animation,TV,Music,13,False,"Jul 6, 2016 to Sep 28, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.04,4247,3434.0,2987,15864,151,Summer 2016,Wednesdays at 23:00 (JST),"Movic, Pierrot Plus",Studio Pierrot,Music
7699,32402,Mim Mam Mint,TV,Original,4,False,"Dec 24, 2015 to Mar 25, 2016",Unknown,G - All Ages,3.58,12,11251.0,10529,290,2,Winter 2016,Thursdays at 21:55 (JST),Tokyo MX,Kachidoki Studio,Comedy
7712,9539,Cardfight!! Vanguard,TV,Original,65,False,"Jan 8, 2011 to Mar 31, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.2,13016,2799.0,2077,30986,241,Winter 2011,Saturdays at 08:00 (JST),"Dentsu, Sotsu, Sakura Create, Bushiroad",TMS Entertainment,"Action, Adventure, Demons, Game, Shounen"
7717,35298,Ramen Daisuki Koizumi-san,TV,Manga,12,False,"Jan 4, 2018 to Mar 22, 2018",22 min. per ep.,PG-13 - Teens 13 or older,6.5,9524,5618.0,2047,31793,40,Winter 2018,Thursdays at 20:00 (JST),"Sotsu, KlockWorx, flying DOG, Grooove, Cygames, Crunchyroll SC Anime Fund","Studio Gokumi, AXsiZ","Slice of Life, Comedy"
7726,12531,Sakamichi no Apollon,TV,Manga,12,False,"Apr 13, 2012 to Jun 29, 2012",22 min. per ep.,PG-13 - Teens 13 or older,8.44,93986,145.0,390,192993,4600,Spring 2012,Fridays at 00:45 (JST),"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment","Tezuka Productions, MAPPA","Drama, Josei, Music, Romance, School"
7727,1810,Kyoushirou to Towa no Sora,TV,Manga,12,False,"Jan 5, 2007 to Mar 23, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.61,11084,5160.0,2015,32479,100,Winter 2007,Unknown,"Geneon Universal Entertainment, AT-X, KlockWorx, Studio Mausu, Toshiba Entertainment",TNK,"Drama, Magic, Romance, Shounen"
7731,1947,Kikou Sennyo Rouran,TV,Original,28,False,"Nov 15, 2002 to May 30, 2003",12 min. per ep.,PG-13 - Teens 13 or older,5.97,228,7420.0,7811,1261,1,Fall 2002,Unknown,Starchild Records,Zexcs,"Action, Fantasy, Mecha"
7742,1412,Lupin III,TV,Manga,23,False,"Oct 24, 1971 to Mar 26, 1972",25 min. per ep.,PG-13 - Teens 13 or older,7.73,15329,1043.0,1595,47174,552,Fall 1971,Sundays at Unknown,"TMS Entertainment, Group TAC",Tokyo Movie Shinsha,"Action, Adventure, Comedy, Seinen"
7746,36108,Takunomi.,TV,Manga,12,False,"Jan 12, 2018 to Mar 30, 2018",12 min. per ep.,PG-13 - Teens 13 or older,6.39,6112,6052.0,2405,24280,22,Winter 2018,Fridays at 02:43 (JST),"Pony Canyon, TBS, Magic Capsule, Shogakukan, Lawson, RAY, U-NEXT, Nichion",Production IMS,"Comedy, Slice of Life"
7755,287,Grappler Baki (TV),TV,Manga,24,False,"Jan 9, 2001 to Jun 26, 2001",25 min. per ep.,PG-13 - Teens 13 or older,7.42,15617,1932.0,2053,31581,250,Winter 2001,Unknown,Free-Will,Group TAC,"Action, Sports, Martial Arts, Shounen"
7759,4725,Ga-Rei: Zero,TV,Manga,12,False,"Oct 6, 2008 to Dec 22, 2008",23 min. per ep.,R - 17+ (violence & profanity),7.72,74149,1058.0,470,171670,1964,Fall 2008,Mondays at 00:00 (JST),"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx","AIC Spirits, Asread","Action, Super Power, Supernatural, Thriller"
7760,10855,Penguin no Mondai Max,TV,Unknown,50,False,"Apr 3, 2010 to Mar 26, 2011",10 min. per ep.,G - All Ages,6.33,21,11744.0,12244,135,0,Spring 2010,Unknown,TV Tokyo,Shogakukan Music &amp; Digital Entertainment,"Comedy, Kids"
7767,34055,Berserk 2nd Season,TV,Manga,12,False,"Apr 7, 2017 to Jun 23, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.09,34287,3224.0,1159,70967,251,Spring 2017,Fridays at 22:30 (JST),"WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games","Millepensee, GEMBA","Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural"
7769,10572,Ro-Kyu-Bu!,TV,Light novel,12,False,"Jul 1, 2011 to Sep 23, 2011",24 min. per ep.,PG-13 - Teens 13 or older,6.98,25460,3651.0,1385,57684,184,Summer 2011,Unknown,"AT-X, Magic Capsule, Warner Bros., ASCII Media Works","Barnum Studio, Project No.9, Studio Blanc","Ecchi, Sports, Comedy, School"
7774,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,TV,Unknown,12,False,"Jul 31, 2012 to Nov 16, 2012",5 min. per ep.,PG-13 - Teens 13 or older,5.29,1115,8703.0,5329,3963,1,Summer 2012,Unknown,"Pastel, AIR AGENCY",AIC Frontier,"Comedy, Magic"
7784,34839,Sanrio Danshi,TV,Original,12,False,"Jan 6, 2018 to Mar 24, 2018",24 min. per ep.,PG-13 - Teens 13 or older,6.68,5338,4858.0,2553,21740,75,Winter 2018,Saturdays at 22:00 (JST),"Pony Canyon, Sanrio, Pierrot Plus",Studio Pierrot,"Slice of Life, School"
7791,32023,Bubuki Buranki,TV,Original,12,False,"Jan 9, 2016 to Mar 26, 2016",24 min. per ep.,PG-13 - Teens 13 or older,6.4,19194,5984.0,1406,56470,92,Winter 2016,Saturdays at 22:00 (JST),"Dentsu, AT-X, Ultra Super Pictures, Sony Music Communications, Bushiroad, Sammy, Kadokawa Media (Taiwan), Tose",SANZIGEN,"Action, Sci-Fi, Drama, Mecha"
